index,TYPE
575435,Theft from Vehicle
24892,Break and Enter Commercial
373373,Other Theft
687899,Theft from Vehicle
219835,Offence Against a Person
277704,Offence Against a Person
674510,Theft from Vehicle
671381,Theft from Vehicle
612968,Theft from Vehicle
15300,Break and Enter Commercial
208284,Mischief
6542,Break and Enter Commercial
297628,Other Theft
420869,Other Theft
725683,Theft of Bicycle
162396,Mischief
111738,Break and Enter Residential/Other
289341,Other Theft
709802,Theft of Bicycle
269225,Offence Against a Person
285972,Other Theft
566982,Theft from Vehicle
803423,Vehicle Collision or Pedestrian Struck (with Injury)
40266,Break and Enter Commercial
584309,Theft from Vehicle
202294,Mischief
253718,Offence Against a Person
631974,Theft from Vehicle
150808,Mischief
209511,Mischief
743225,Theft of Vehicle
194105,Mischief
733639,Theft of Bicycle
225741,Offence Against a Person
234657,Offence Against a Person
530769,Theft from Vehicle
542089,Theft from Vehicle
440724,Other Theft
313707,Other Theft
548551,Theft from Vehicle
361293,Other Theft
568051,Theft from Vehicle
472877,Other Theft
30302,Break and Enter Commercial
559217,Theft from Vehicle
33421,Break and Enter Commercial
200601,Mischief
451159,Other Theft
301595,Other Theft
603037,Theft from Vehicle
709785,Theft of Bicycle
705051,Theft from Vehicle
213890,Offence Against a Person
495644,Theft from Vehicle
509924,Theft from Vehicle
151860,Mischief
484859,Theft from Vehicle
167261,Mischief
670222,Theft from Vehicle
555043,Theft from Vehicle
767524,Theft of Vehicle
568496,Theft from Vehicle
718664,Theft of Bicycle
625182,Theft from Vehicle
241998,Offence Against a Person
522637,Theft from Vehicle
441160,Other Theft
549049,Theft from Vehicle
113298,Break and Enter Residential/Other
718018,Theft of Bicycle
774992,Theft of Vehicle
207697,Mischief
190316,Mischief
664856,Theft from Vehicle
240462,Offence Against a Person
257905,Offence Against a Person
196987,Mischief
337054,Other Theft
131144,Mischief
39649,Break and Enter Commercial
624251,Theft from Vehicle
393591,Other Theft
170246,Mischief
306026,Other Theft
782538,Theft of Vehicle
20482,Break and Enter Commercial
503020,Theft from Vehicle
190313,Mischief
76394,Break and Enter Residential/Other
808190,Vehicle Collision or Pedestrian Struck (with Injury)
361347,Other Theft
395415,Other Theft
336533,Other Theft
217622,Offence Against a Person
33621,Break and Enter Commercial
399296,Other Theft
637966,Theft from Vehicle
126659,Mischief
671115,Theft from Vehicle
179327,Mischief
361501,Other Theft
525033,Theft from Vehicle
638746,Theft from Vehicle
805160,Vehicle Collision or Pedestrian Struck (with Injury)
705631,Theft of Bicycle
116977,Mischief
499241,Theft from Vehicle
185912,Mischief
23032,Break and Enter Commercial
634767,Theft from Vehicle
258676,Offence Against a Person
608338,Theft from Vehicle
389865,Other Theft
457943,Other Theft
246035,Offence Against a Person
653207,Theft from Vehicle
35563,Break and Enter Commercial
169528,Mischief
147417,Mischief
608203,Theft from Vehicle
672165,Theft from Vehicle
62458,Break and Enter Residential/Other
332509,Other Theft
269428,Offence Against a Person
63132,Break and Enter Residential/Other
770825,Theft of Vehicle
725843,Theft of Bicycle
580261,Theft from Vehicle
626352,Theft from Vehicle
648849,Theft from Vehicle
612963,Theft from Vehicle
394142,Other Theft
715614,Theft of Bicycle
539791,Theft from Vehicle
519188,Theft from Vehicle
596718,Theft from Vehicle
5084,Break and Enter Commercial
216563,Offence Against a Person
722449,Theft of Bicycle
190192,Mischief
594371,Theft from Vehicle
401464,Other Theft
758484,Theft of Vehicle
590624,Theft from Vehicle
604741,Theft from Vehicle
739526,Theft of Bicycle
800628,Vehicle Collision or Pedestrian Struck (with Injury)
528776,Theft from Vehicle
157050,Mischief
178646,Mischief
286920,Other Theft
413081,Other Theft
361439,Other Theft
604070,Theft from Vehicle
568888,Theft from Vehicle
445475,Other Theft
182330,Mischief
439862,Other Theft
177325,Mischief
331958,Other Theft
429591,Other Theft
128294,Mischief
155725,Mischief
89706,Break and Enter Residential/Other
550077,Theft from Vehicle
592097,Theft from Vehicle
22105,Break and Enter Commercial
329097,Other Theft
226894,Offence Against a Person
498417,Theft from Vehicle
361519,Other Theft
154546,Mischief
712492,Theft of Bicycle
203134,Mischief
329608,Other Theft
32281,Break and Enter Commercial
115420,Mischief
493498,Theft from Vehicle
534396,Theft from Vehicle
240463,Offence Against a Person
21165,Break and Enter Commercial
425659,Other Theft
754570,Theft of Vehicle
7448,Break and Enter Commercial
34079,Break and Enter Commercial
345609,Other Theft
653092,Theft from Vehicle
235319,Offence Against a Person
387728,Other Theft
625038,Theft from Vehicle
19000,Break and Enter Commercial
216419,Offence Against a Person
391056,Other Theft
257934,Offence Against a Person
471630,Other Theft
329945,Other Theft
361390,Other Theft
810782,Vehicle Collision or Pedestrian Struck (with Injury)
358489,Other Theft
717535,Theft of Bicycle
489634,Theft from Vehicle
486856,Theft from Vehicle
200222,Mischief
106768,Break and Enter Residential/Other
380498,Other Theft
581234,Theft from Vehicle
505373,Theft from Vehicle
583253,Theft from Vehicle
39351,Break and Enter Commercial
381364,Other Theft
190217,Mischief
763326,Theft of Vehicle
53254,Break and Enter Residential/Other
235810,Offence Against a Person
705173,Theft from Vehicle
706077,Theft of Bicycle
91983,Break and Enter Residential/Other
85808,Break and Enter Residential/Other
370492,Other Theft
215838,Offence Against a Person
378228,Other Theft
439937,Other Theft
154978,Mischief
488070,Theft from Vehicle
170289,Mischief
207487,Mischief
199750,Mischief
478506,Theft from Vehicle
355333,Other Theft
622849,Theft from Vehicle
489172,Theft from Vehicle
436289,Other Theft
544675,Theft from Vehicle
708462,Theft of Bicycle
228885,Offence Against a Person
173368,Mischief
398580,Other Theft
180289,Mischief
361346,Other Theft
405897,Other Theft
202528,Mischief
337584,Other Theft
635734,Theft from Vehicle
441080,Other Theft
354911,Other Theft
151942,Mischief
642334,Theft from Vehicle
779233,Theft of Vehicle
446251,Other Theft
545056,Theft from Vehicle
84647,Break and Enter Residential/Other
631493,Theft from Vehicle
416166,Other Theft
528356,Theft from Vehicle
402729,Other Theft
384809,Other Theft
613487,Theft from Vehicle
219828,Offence Against a Person
232777,Offence Against a Person
455150,Other Theft
585600,Theft from Vehicle
416165,Other Theft
114112,Break and Enter Residential/Other
368679,Other Theft
118870,Mischief
385778,Other Theft
509118,Theft from Vehicle
631519,Theft from Vehicle
495084,Theft from Vehicle
246766,Offence Against a Person
181771,Mischief
22859,Break and Enter Commercial
401856,Other Theft
485135,Theft from Vehicle
163886,Mischief
526212,Theft from Vehicle
3431,Break and Enter Commercial
439921,Other Theft
673595,Theft from Vehicle
328814,Other Theft
385495,Other Theft
606562,Theft from Vehicle
726751,Theft of Bicycle
599646,Theft from Vehicle
727298,Theft of Bicycle
238213,Offence Against a Person
685405,Theft from Vehicle
39690,Break and Enter Commercial
627129,Theft from Vehicle
616968,Theft from Vehicle
437207,Other Theft
721185,Theft of Bicycle
289121,Other Theft
326375,Other Theft
26096,Break and Enter Commercial
539140,Theft from Vehicle
571857,Theft from Vehicle
229867,Offence Against a Person
722959,Theft of Bicycle
410692,Other Theft
191302,Mischief
689900,Theft from Vehicle
592240,Theft from Vehicle
344942,Other Theft
561956,Theft from Vehicle
593989,Theft from Vehicle
34839,Break and Enter Commercial
47711,Break and Enter Residential/Other
666923,Theft from Vehicle
89428,Break and Enter Residential/Other
565230,Theft from Vehicle
28915,Break and Enter Commercial
801969,Vehicle Collision or Pedestrian Struck (with Injury)
339665,Other Theft
279521,Offence Against a Person
636464,Theft from Vehicle
711815,Theft of Bicycle
418781,Other Theft
309444,Other Theft
229012,Offence Against a Person
629626,Theft from Vehicle
482096,Theft from Vehicle
606830,Theft from Vehicle
584906,Theft from Vehicle
495316,Theft from Vehicle
138545,Mischief
453404,Other Theft
326914,Other Theft
399286,Other Theft
390630,Other Theft
683002,Theft from Vehicle
390276,Other Theft
361405,Other Theft
552577,Theft from Vehicle
172364,Mischief
201079,Mischief
702661,Theft from Vehicle
238209,Offence Against a Person
148683,Mischief
635402,Theft from Vehicle
70177,Break and Enter Residential/Other
142098,Mischief
610627,Theft from Vehicle
479270,Theft from Vehicle
208371,Mischief
718284,Theft of Bicycle
152660,Mischief
621099,Theft from Vehicle
150567,Mischief
640293,Theft from Vehicle
514368,Theft from Vehicle
692427,Theft from Vehicle
523282,Theft from Vehicle
122646,Mischief
263735,Offence Against a Person
171594,Mischief
617528,Theft from Vehicle
309439,Other Theft
224096,Offence Against a Person
340294,Other Theft
341364,Other Theft
49504,Break and Enter Residential/Other
673122,Theft from Vehicle
245780,Offence Against a Person
361241,Other Theft
202858,Mischief
52787,Break and Enter Residential/Other
586638,Theft from Vehicle
25307,Break and Enter Commercial
261014,Offence Against a Person
361324,Other Theft
796191,Vehicle Collision or Pedestrian Struck (with Injury)
125924,Mischief
803831,Vehicle Collision or Pedestrian Struck (with Injury)
25416,Break and Enter Commercial
506584,Theft from Vehicle
133021,Mischief
506547,Theft from Vehicle
469291,Other Theft
87823,Break and Enter Residential/Other
577696,Theft from Vehicle
718771,Theft of Bicycle
364357,Other Theft
226279,Offence Against a Person
246746,Offence Against a Person
172432,Mischief
8014,Break and Enter Commercial
504485,Theft from Vehicle
165383,Mischief
424602,Other Theft
364902,Other Theft
185905,Mischief
439860,Other Theft
665018,Theft from Vehicle
195944,Mischief
236135,Offence Against a Person
199413,Mischief
355935,Other Theft
382724,Other Theft
625728,Theft from Vehicle
353254,Other Theft
377902,Other Theft
573537,Theft from Vehicle
363099,Other Theft
171855,Mischief
559268,Theft from Vehicle
218965,Offence Against a Person
236004,Offence Against a Person
535174,Theft from Vehicle
11151,Break and Enter Commercial
701821,Theft from Vehicle
200985,Mischief
133648,Mischief
177221,Mischief
3283,Break and Enter Commercial
36813,Break and Enter Commercial
580689,Theft from Vehicle
52409,Break and Enter Residential/Other
118760,Mischief
630645,Theft from Vehicle
190697,Mischief
629246,Theft from Vehicle
24641,Break and Enter Commercial
383877,Other Theft
167346,Mischief
352312,Other Theft
149636,Mischief
651428,Theft from Vehicle
151190,Mischief
399937,Other Theft
365737,Other Theft
26496,Break and Enter Commercial
545404,Theft from Vehicle
332552,Other Theft
184824,Mischief
724748,Theft of Bicycle
44590,Break and Enter Residential/Other
431459,Other Theft
662935,Theft from Vehicle
219207,Offence Against a Person
116513,Mischief
417396,Other Theft
153240,Mischief
661839,Theft from Vehicle
629951,Theft from Vehicle
520629,Theft from Vehicle
232035,Offence Against a Person
606212,Theft from Vehicle
88627,Break and Enter Residential/Other
124332,Mischief
608383,Theft from Vehicle
146913,Mischief
37451,Break and Enter Commercial
484127,Theft from Vehicle
621608,Theft from Vehicle
494010,Theft from Vehicle
547669,Theft from Vehicle
53996,Break and Enter Residential/Other
477275,Theft from Vehicle
502322,Theft from Vehicle
425504,Other Theft
348594,Other Theft
112206,Break and Enter Residential/Other
283380,Other Theft
150602,Mischief
735733,Theft of Bicycle
347964,Other Theft
211660,Offence Against a Person
153939,Mischief
386465,Other Theft
777899,Theft of Vehicle
152654,Mischief
277036,Offence Against a Person
334059,Other Theft
171294,Mischief
347974,Other Theft
265248,Offence Against a Person
567442,Theft from Vehicle
261353,Offence Against a Person
446250,Other Theft
174339,Mischief
643108,Theft from Vehicle
84401,Break and Enter Residential/Other
460353,Other Theft
596078,Theft from Vehicle
412654,Other Theft
310718,Other Theft
27857,Break and Enter Commercial
138452,Mischief
667023,Theft from Vehicle
639634,Theft from Vehicle
504163,Theft from Vehicle
378821,Other Theft
86874,Break and Enter Residential/Other
710966,Theft of Bicycle
349804,Other Theft
407662,Other Theft
677373,Theft from Vehicle
658376,Theft from Vehicle
23399,Break and Enter Commercial
26869,Break and Enter Commercial
21949,Break and Enter Commercial
203247,Mischief
141825,Mischief
93071,Break and Enter Residential/Other
192,Break and Enter Commercial
173212,Mischief
535264,Theft from Vehicle
728409,Theft of Bicycle
313898,Other Theft
609098,Theft from Vehicle
471357,Other Theft
557837,Theft from Vehicle
695228,Theft from Vehicle
578888,Theft from Vehicle
555087,Theft from Vehicle
729203,Theft of Bicycle
59533,Break and Enter Residential/Other
620766,Theft from Vehicle
429813,Other Theft
43877,Break and Enter Commercial
239834,Offence Against a Person
235136,Offence Against a Person
740563,Theft of Vehicle
397408,Other Theft
317479,Other Theft
143274,Mischief
489213,Theft from Vehicle
805246,Vehicle Collision or Pedestrian Struck (with Injury)
680468,Theft from Vehicle
635545,Theft from Vehicle
173738,Mischief
338102,Other Theft
89338,Break and Enter Residential/Other
502272,Theft from Vehicle
111077,Break and Enter Residential/Other
156860,Mischief
164666,Mischief
326483,Other Theft
208065,Mischief
522659,Theft from Vehicle
731831,Theft of Bicycle
378016,Other Theft
709630,Theft of Bicycle
762905,Theft of Vehicle
636486,Theft from Vehicle
32632,Break and Enter Commercial
429760,Other Theft
694519,Theft from Vehicle
362763,Other Theft
211351,Offence Against a Person
661852,Theft from Vehicle
37588,Break and Enter Commercial
531732,Theft from Vehicle
92919,Break and Enter Residential/Other
667504,Theft from Vehicle
654534,Theft from Vehicle
407648,Other Theft
40524,Break and Enter Commercial
574057,Theft from Vehicle
361291,Other Theft
118479,Mischief
328770,Other Theft
245457,Offence Against a Person
540408,Theft from Vehicle
723403,Theft of Bicycle
333316,Other Theft
260204,Offence Against a Person
421868,Other Theft
436295,Other Theft
168296,Mischief
158738,Mischief
733352,Theft of Bicycle
300272,Other Theft
130705,Mischief
23856,Break and Enter Commercial
536979,Theft from Vehicle
506412,Theft from Vehicle
542198,Theft from Vehicle
570697,Theft from Vehicle
662444,Theft from Vehicle
437114,Other Theft
272928,Offence Against a Person
142782,Mischief
234979,Offence Against a Person
395156,Other Theft
287122,Other Theft
307613,Other Theft
143135,Mischief
579181,Theft from Vehicle
426903,Other Theft
143584,Mischief
91993,Break and Enter Residential/Other
361475,Other Theft
319788,Other Theft
451655,Other Theft
122484,Mischief
569822,Theft from Vehicle
38443,Break and Enter Commercial
204029,Mischief
759210,Theft of Vehicle
40922,Break and Enter Commercial
393736,Other Theft
116608,Mischief
445478,Other Theft
516651,Theft from Vehicle
140989,Mischief
134163,Mischief
126269,Mischief
305271,Other Theft
543543,Theft from Vehicle
86566,Break and Enter Residential/Other
153264,Mischief
87119,Break and Enter Residential/Other
210504,Offence Against a Person
413035,Other Theft
375170,Other Theft
361490,Other Theft
213889,Offence Against a Person
639672,Theft from Vehicle
569733,Theft from Vehicle
725914,Theft of Bicycle
136364,Mischief
275734,Offence Against a Person
720829,Theft of Bicycle
87141,Break and Enter Residential/Other
721442,Theft of Bicycle
403233,Other Theft
609068,Theft from Vehicle
170532,Mischief
17316,Break and Enter Commercial
663089,Theft from Vehicle
440880,Other Theft
352905,Other Theft
546551,Theft from Vehicle
524869,Theft from Vehicle
221409,Offence Against a Person
33762,Break and Enter Commercial
718553,Theft of Bicycle
18721,Break and Enter Commercial
125840,Mischief
9054,Break and Enter Commercial
221888,Offence Against a Person
366767,Other Theft
557494,Theft from Vehicle
636472,Theft from Vehicle
82174,Break and Enter Residential/Other
340105,Other Theft
744641,Theft of Vehicle
335719,Other Theft
716484,Theft of Bicycle
40017,Break and Enter Commercial
152492,Mischief
442469,Other Theft
473360,Other Theft
100642,Break and Enter Residential/Other
557374,Theft from Vehicle
333264,Other Theft
710701,Theft of Bicycle
162803,Mischief
513507,Theft from Vehicle
260282,Offence Against a Person
189417,Mischief
809996,Vehicle Collision or Pedestrian Struck (with Injury)
120006,Mischief
152709,Mischief
310094,Other Theft
247068,Offence Against a Person
342693,Other Theft
155215,Mischief
359387,Other Theft
638094,Theft from Vehicle
437229,Other Theft
190447,Mischief
4009,Break and Enter Commercial
714712,Theft of Bicycle
181233,Mischief
264648,Offence Against a Person
624877,Theft from Vehicle
702294,Theft from Vehicle
261315,Offence Against a Person
118056,Mischief
82225,Break and Enter Residential/Other
722450,Theft of Bicycle
611418,Theft from Vehicle
334863,Other Theft
810955,Vehicle Collision or Pedestrian Struck (with Injury)
380466,Other Theft
219128,Offence Against a Person
611014,Theft from Vehicle
534136,Theft from Vehicle
170546,Mischief
176307,Mischief
142097,Mischief
437557,Other Theft
429911,Other Theft
407634,Other Theft
530712,Theft from Vehicle
236947,Offence Against a Person
695232,Theft from Vehicle
439931,Other Theft
721695,Theft of Bicycle
644919,Theft from Vehicle
621285,Theft from Vehicle
636484,Theft from Vehicle
678903,Theft from Vehicle
459114,Other Theft
227785,Offence Against a Person
774699,Theft of Vehicle
593742,Theft from Vehicle
806356,Vehicle Collision or Pedestrian Struck (with Injury)
17304,Break and Enter Commercial
807577,Vehicle Collision or Pedestrian Struck (with Injury)
467265,Other Theft
498183,Theft from Vehicle
802484,Vehicle Collision or Pedestrian Struck (with Injury)
568274,Theft from Vehicle
344245,Other Theft
207214,Mischief
647394,Theft from Vehicle
39607,Break and Enter Commercial
331003,Other Theft
38422,Break and Enter Commercial
394541,Other Theft
369554,Other Theft
331110,Other Theft
256376,Offence Against a Person
521649,Theft from Vehicle
186191,Mischief
138653,Mischief
709638,Theft of Bicycle
93789,Break and Enter Residential/Other
184570,Mischief
123436,Mischief
457149,Other Theft
217680,Offence Against a Person
301993,Other Theft
109442,Break and Enter Residential/Other
309416,Other Theft
457967,Other Theft
709580,Theft of Bicycle
380485,Other Theft
717516,Theft of Bicycle
207212,Mischief
446856,Other Theft
522188,Theft from Vehicle
200509,Mischief
418641,Other Theft
488181,Theft from Vehicle
727185,Theft of Bicycle
444213,Other Theft
539489,Theft from Vehicle
104457,Break and Enter Residential/Other
621238,Theft from Vehicle
626244,Theft from Vehicle
396746,Other Theft
708764,Theft of Bicycle
155533,Mischief
74151,Break and Enter Residential/Other
672678,Theft from Vehicle
752038,Theft of Vehicle
413297,Other Theft
562681,Theft from Vehicle
26285,Break and Enter Commercial
637698,Theft from Vehicle
712757,Theft of Bicycle
329431,Other Theft
574008,Theft from Vehicle
246265,Offence Against a Person
337772,Other Theft
397245,Other Theft
317682,Other Theft
439930,Other Theft
547051,Theft from Vehicle
391708,Other Theft
653675,Theft from Vehicle
550998,Theft from Vehicle
139733,Mischief
190721,Mischief
367495,Other Theft
212169,Offence Against a Person
569795,Theft from Vehicle
407751,Other Theft
767360,Theft of Vehicle
662719,Theft from Vehicle
69010,Break and Enter Residential/Other
208477,Mischief
488576,Theft from Vehicle
592125,Theft from Vehicle
725402,Theft of Bicycle
201434,Mischief
217116,Offence Against a Person
641818,Theft from Vehicle
790592,Vehicle Collision or Pedestrian Struck (with Injury)
587403,Theft from Vehicle
319807,Other Theft
731600,Theft of Bicycle
734421,Theft of Bicycle
336494,Other Theft
288196,Other Theft
206733,Mischief
438575,Other Theft
287226,Other Theft
666914,Theft from Vehicle
734160,Theft of Bicycle
62038,Break and Enter Residential/Other
507197,Theft from Vehicle
334500,Other Theft
6821,Break and Enter Commercial
196131,Mischief
49266,Break and Enter Residential/Other
230626,Offence Against a Person
265958,Offence Against a Person
3168,Break and Enter Commercial
128127,Mischief
137793,Mischief
664309,Theft from Vehicle
618480,Theft from Vehicle
103819,Break and Enter Residential/Other
507556,Theft from Vehicle
220090,Offence Against a Person
245007,Offence Against a Person
579653,Theft from Vehicle
634412,Theft from Vehicle
740067,Theft of Bicycle
463648,Other Theft
245978,Offence Against a Person
303090,Other Theft
654975,Theft from Vehicle
141714,Mischief
104144,Break and Enter Residential/Other
84114,Break and Enter Residential/Other
337481,Other Theft
713348,Theft of Bicycle
92778,Break and Enter Residential/Other
440575,Other Theft
601851,Theft from Vehicle
245151,Offence Against a Person
194895,Mischief
11271,Break and Enter Commercial
625351,Theft from Vehicle
770733,Theft of Vehicle
606209,Theft from Vehicle
418778,Other Theft
187633,Mischief
71565,Break and Enter Residential/Other
402858,Other Theft
226036,Offence Against a Person
385788,Other Theft
111078,Break and Enter Residential/Other
211639,Offence Against a Person
20123,Break and Enter Commercial
114274,Homicide
190715,Mischief
325660,Other Theft
662163,Theft from Vehicle
570907,Theft from Vehicle
342184,Other Theft
113283,Break and Enter Residential/Other
549795,Theft from Vehicle
425553,Other Theft
756844,Theft of Vehicle
410169,Other Theft
327300,Other Theft
636597,Theft from Vehicle
634041,Theft from Vehicle
326630,Other Theft
470682,Other Theft
609263,Theft from Vehicle
586600,Theft from Vehicle
169147,Mischief
170193,Mischief
617921,Theft from Vehicle
710111,Theft of Bicycle
83679,Break and Enter Residential/Other
176945,Mischief
51541,Break and Enter Residential/Other
808384,Vehicle Collision or Pedestrian Struck (with Injury)
75330,Break and Enter Residential/Other
477076,Theft from Vehicle
159984,Mischief
50400,Break and Enter Residential/Other
378637,Other Theft
266861,Offence Against a Person
403718,Other Theft
196543,Mischief
122724,Mischief
31417,Break and Enter Commercial
645695,Theft from Vehicle
203779,Mischief
208763,Mischief
73239,Break and Enter Residential/Other
632446,Theft from Vehicle
197507,Mischief
688516,Theft from Vehicle
25189,Break and Enter Commercial
253826,Offence Against a Person
636473,Theft from Vehicle
476223,Other Theft
184769,Mischief
619134,Theft from Vehicle
322328,Other Theft
231128,Offence Against a Person
707455,Theft of Bicycle
340057,Other Theft
686039,Theft from Vehicle
598130,Theft from Vehicle
33517,Break and Enter Commercial
592793,Theft from Vehicle
503104,Theft from Vehicle
179113,Mischief
15003,Break and Enter Commercial
413301,Other Theft
208494,Mischief
748037,Theft of Vehicle
175420,Mischief
281424,Other Theft
186977,Mischief
297063,Other Theft
704966,Theft from Vehicle
274085,Offence Against a Person
245426,Offence Against a Person
358017,Other Theft
567870,Theft from Vehicle
720841,Theft of Bicycle
238483,Offence Against a Person
693707,Theft from Vehicle
364094,Other Theft
361230,Other Theft
592386,Theft from Vehicle
535660,Theft from Vehicle
163871,Mischief
620459,Theft from Vehicle
436282,Other Theft
285255,Other Theft
365477,Other Theft
550259,Theft from Vehicle
196753,Mischief
720926,Theft of Bicycle
196379,Mischief
800538,Vehicle Collision or Pedestrian Struck (with Injury)
133144,Mischief
200228,Mischief
13370,Break and Enter Commercial
689611,Theft from Vehicle
589137,Theft from Vehicle
677405,Theft from Vehicle
141424,Mischief
269969,Offence Against a Person
503649,Theft from Vehicle
488545,Theft from Vehicle
407670,Other Theft
410563,Other Theft
447931,Other Theft
347341,Other Theft
484877,Theft from Vehicle
634651,Theft from Vehicle
790310,Vehicle Collision or Pedestrian Struck (with Injury)
210583,Offence Against a Person
809951,Vehicle Collision or Pedestrian Struck (with Injury)
220728,Offence Against a Person
355684,Other Theft
155860,Mischief
150223,Mischief
718750,Theft of Bicycle
646520,Theft from Vehicle
489170,Theft from Vehicle
245448,Offence Against a Person
296347,Other Theft
713481,Theft of Bicycle
276420,Offence Against a Person
42252,Break and Enter Commercial
680369,Theft from Vehicle
716267,Theft of Bicycle
199574,Mischief
476231,Other Theft
420834,Other Theft
785151,Vehicle Collision or Pedestrian Struck (with Injury)
540363,Theft from Vehicle
460677,Other Theft
151794,Mischief
680891,Theft from Vehicle
223758,Offence Against a Person
530667,Theft from Vehicle
105797,Break and Enter Residential/Other
528873,Theft from Vehicle
392827,Other Theft
505922,Theft from Vehicle
172208,Mischief
681166,Theft from Vehicle
113642,Break and Enter Residential/Other
534860,Theft from Vehicle
690005,Theft from Vehicle
640542,Theft from Vehicle
168812,Mischief
70304,Break and Enter Residential/Other
456996,Other Theft
104509,Break and Enter Residential/Other
628207,Theft from Vehicle
207762,Mischief
201221,Mischief
2433,Break and Enter Commercial
530845,Theft from Vehicle
394347,Other Theft
164422,Mischief
254054,Offence Against a Person
728183,Theft of Bicycle
671382,Theft from Vehicle
101858,Break and Enter Residential/Other
213681,Offence Against a Person
52418,Break and Enter Residential/Other
577531,Theft from Vehicle
492603,Theft from Vehicle
541033,Theft from Vehicle
76063,Break and Enter Residential/Other
191214,Mischief
439911,Other Theft
192072,Mischief
723372,Theft of Bicycle
734768,Theft of Bicycle
7988,Break and Enter Commercial
795946,Vehicle Collision or Pedestrian Struck (with Injury)
453237,Other Theft
185910,Mischief
210286,Offence Against a Person
305717,Other Theft
364308,Other Theft
133179,Mischief
461437,Other Theft
407640,Other Theft
692739,Theft from Vehicle
35948,Break and Enter Commercial
601792,Theft from Vehicle
262856,Offence Against a Person
680132,Theft from Vehicle
186818,Mischief
401462,Other Theft
287278,Other Theft
361266,Other Theft
208463,Mischief
627358,Theft from Vehicle
270774,Offence Against a Person
605099,Theft from Vehicle
361467,Other Theft
321135,Other Theft
386661,Other Theft
445216,Other Theft
217237,Offence Against a Person
109217,Break and Enter Residential/Other
139778,Mischief
452902,Other Theft
669686,Theft from Vehicle
115469,Mischief
480065,Theft from Vehicle
801706,Vehicle Collision or Pedestrian Struck (with Injury)
380484,Other Theft
238389,Offence Against a Person
694635,Theft from Vehicle
254223,Offence Against a Person
58557,Break and Enter Residential/Other
106218,Break and Enter Residential/Other
374281,Other Theft
712587,Theft of Bicycle
143583,Mischief
189948,Mischief
708461,Theft of Bicycle
609061,Theft from Vehicle
277111,Offence Against a Person
560364,Theft from Vehicle
631046,Theft from Vehicle
394335,Other Theft
571236,Theft from Vehicle
259644,Offence Against a Person
139283,Mischief
55804,Break and Enter Residential/Other
467341,Other Theft
786948,Vehicle Collision or Pedestrian Struck (with Injury)
452907,Other Theft
140275,Mischief
11691,Break and Enter Commercial
34154,Break and Enter Commercial
193342,Mischief
638107,Theft from Vehicle
631513,Theft from Vehicle
276629,Offence Against a Person
567995,Theft from Vehicle
145517,Mischief
787055,Vehicle Collision or Pedestrian Struck (with Injury)
328636,Other Theft
549338,Theft from Vehicle
697597,Theft from Vehicle
499525,Theft from Vehicle
528637,Theft from Vehicle
777627,Theft of Vehicle
683207,Theft from Vehicle
477152,Theft from Vehicle
439887,Other Theft
199274,Mischief
280266,Other Theft
114547,Mischief
496568,Theft from Vehicle
155478,Mischief
327301,Other Theft
731699,Theft of Bicycle
536815,Theft from Vehicle
241780,Offence Against a Person
656503,Theft from Vehicle
677171,Theft from Vehicle
801998,Vehicle Collision or Pedestrian Struck (with Injury)
714475,Theft of Bicycle
412321,Other Theft
24573,Break and Enter Commercial
459565,Other Theft
358657,Other Theft
619347,Theft from Vehicle
579140,Theft from Vehicle
524755,Theft from Vehicle
633271,Theft from Vehicle
115027,Mischief
289114,Other Theft
642945,Theft from Vehicle
187658,Mischief
538662,Theft from Vehicle
202984,Mischief
624254,Theft from Vehicle
769738,Theft of Vehicle
708687,Theft of Bicycle
526900,Theft from Vehicle
22426,Break and Enter Commercial
669564,Theft from Vehicle
794165,Vehicle Collision or Pedestrian Struck (with Injury)
150498,Mischief
95203,Break and Enter Residential/Other
220363,Offence Against a Person
177822,Mischief
115175,Mischief
416162,Other Theft
324367,Other Theft
142224,Mischief
40035,Break and Enter Commercial
702073,Theft from Vehicle
692959,Theft from Vehicle
609043,Theft from Vehicle
543297,Theft from Vehicle
143531,Mischief
490101,Theft from Vehicle
141597,Mischief
200855,Mischief
675336,Theft from Vehicle
738083,Theft of Bicycle
529912,Theft from Vehicle
281648,Other Theft
25327,Break and Enter Commercial
723833,Theft of Bicycle
621270,Theft from Vehicle
652449,Theft from Vehicle
95883,Break and Enter Residential/Other
691422,Theft from Vehicle
648646,Theft from Vehicle
611701,Theft from Vehicle
383803,Other Theft
361186,Other Theft
64946,Break and Enter Residential/Other
536608,Theft from Vehicle
602831,Theft from Vehicle
309406,Other Theft
585781,Theft from Vehicle
520355,Theft from Vehicle
486701,Theft from Vehicle
274023,Offence Against a Person
664725,Theft from Vehicle
13447,Break and Enter Commercial
410860,Other Theft
575786,Theft from Vehicle
651605,Theft from Vehicle
656505,Theft from Vehicle
495093,Theft from Vehicle
712218,Theft of Bicycle
651591,Theft from Vehicle
32895,Break and Enter Commercial
586044,Theft from Vehicle
52486,Break and Enter Residential/Other
137992,Mischief
369383,Other Theft
160269,Mischief
775735,Theft of Vehicle
395617,Other Theft
63630,Break and Enter Residential/Other
38720,Break and Enter Commercial
123860,Mischief
177510,Mischief
573908,Theft from Vehicle
276314,Offence Against a Person
